id,age_at_entry,income_level,health_score,pension_contrib_rate,true_event_time,censor_time,time_to_event,event_observed,method
2582,40,36418.31,59.9,0.086,10.182,6.236,6.236,0,zero
2583,54,33520.74,69.2,0.046,0.503,25.0,0.503,1,zero
2584,26,23958.5,41.6,0.049,7.874,8.976,7.874,1,zero
2585,41,58339.95,70.9,0.031,22.814,10.022,10.022,0,zero
2586,36,33753.84,71.1,0.094,18.889,8.152,8.152,0,zero
2587,59,40338.41,78.5,0.074,7.454,24.412,7.454,1,zero
2588,25,29077.03,73.0,0.115,6.716,22.021,6.716,1,zero
2589,39,36886.59,79.8,0.094,8.578,21.824,8.578,1,zero
2590,50,74209.33,75.5,0.039,19.677,9.969,9.969,0,zero
2591,45,31288.03,80.4,0.045,6.639,25.0,6.639,1,zero
2592,55,57383.15,96.2,0.075,9.631,17.1,9.631,1,zero
2593,49,39666.33,74.2,0.113,2.856,20.8,2.856,1,zero
2594,47,48159.26,71.8,0.052,29.973,25.0,25.0,0,zero
2595,48,54934.96,81.9,0.104,10.38,25.0,10.38,1,zero
2596,52,43267.21,65.3,0.058,22.399,22.172,22.172,0,zero
2597,45,35779.51,68.8,0.054,12.623,12.161,12.161,0,zero
2598,42,37766.91,74.2,0.111,17.406,24.214,17.406,1,zero
2599,59,38170.86,70.7,0.034,3.722,6.372,3.722,1,zero
2600,33,62372.45,70.7,0.089,26.976,25.0,25.0,0,zero
2601,54,22190.49,79.0,0.034,7.766,25.0,7.766,1,zero
2602,58,18751.28,53.0,0.102,2.36,25.0,2.36,1,zero
2603,56,19551.36,90.3,0.105,20.718,14.85,14.85,0,zero
2604,27,29272.82,74.9,0.11,18.519,25.0,18.519,1,zero
2605,27,48401.0,66.0,0.047,13.114,18.007,13.114,1,zero
2606,52,49137.03,86.3,0.041,16.434,11.906,11.906,0,zero
2607,39,32709.97,71.0,0.075,11.146,1.921,1.921,0,zero
2608,47,39658.1,71.3,0.054,20.045,25.0,20.045,1,zero
2609,35,26604.42,67.9,0.085,15.583,25.0,15.583,1,zero
2610,56,27717.37,84.7,0.076,1.642,16.441,1.642,1,zero
2611,57,46958.4,69.9,0.043,7.555,4.557,4.557,0,zero
2612,48,52572.21,64.4,0.097,14.594,9.848,9.848,0,zero
2613,58,34278.17,80.0,0.102,10.443,25.0,10.443,1,zero
2614,52,59620.18,81.8,0.117,18.582,25.0,18.582,1,zero
2615,31,51587.26,86.1,0.066,35.314,15.058,15.058,0,zero
2616,28,59100.71,76.3,0.06,36.041,25.0,25.0,0,zero
2617,25,36388.74,81.5,0.047,17.589,25.0,17.589,1,zero
2618,25,58248.23,67.4,0.046,49.034,25.0,25.0,0,zero
2619,44,66154.51,80.3,0.059,6.676,11.1,6.676,1,zero
2620,43,35049.79,77.4,0.118,15.583,13.712,13.712,0,zero
2621,53,38149.97,75.3,0.038,31.883,21.997,21.997,0,zero
2622,34,28627.38,54.4,0.053,13.882,20.431,13.882,1,zero
2623,42,26269.42,66.1,0.038,11.853,25.0,11.853,1,zero
2624,52,26409.38,69.5,0.055,4.594,15.406,4.594,1,zero
2625,59,30262.41,75.3,0.038,18.683,25.0,18.683,1,zero
2626,55,43296.86,94.0,0.076,13.347,11.48,11.48,0,zero
2627,51,30769.61,78.6,0.069,17.264,18.495,17.264,1,zero
2628,35,42929.95,61.9,0.046,9.076,13.032,9.076,1,zero
2629,29,43178.14,65.2,0.046,4.146,2.644,2.644,0,zero
2630,32,34358.51,83.9,0.086,12.692,3.548,3.548,0,zero
2631,58,39248.35,64.8,0.065,7.55,25.0,7.55,1,zero
2632,36,33665.05,80.2,0.035,33.122,25.0,25.0,0,zero
2633,25,36271.12,71.2,0.113,31.195,5.981,5.981,0,zero
2634,55,30293.64,68.3,0.066,11.357,25.0,11.357,1,zero
2635,28,41009.26,64.9,0.083,2.414,0.311,0.311,0,zero
2636,29,32793.45,40.0,0.11,6.602,15.102,6.602,1,zero
2637,54,26007.21,75.4,0.066,13.628,19.309,13.628,1,zero
2638,48,47121.15,59.5,0.104,4.627,4.254,4.254,0,zero
2639,27,47527.49,55.8,0.112,23.231,4.524,4.524,0,zero
2640,35,53340.38,72.5,0.046,2.347,25.0,2.347,1,zero
2641,28,27707.23,80.3,0.11,21.206,25.0,21.206,1,zero
2642,50,34228.87,53.0,0.041,19.247,25.0,19.247,1,zero
2643,51,42765.94,80.0,0.055,15.084,25.0,15.084,1,zero
2644,51,33975.52,61.0,0.103,17.548,25.0,17.548,1,zero
2645,30,46850.94,76.5,0.111,30.832,11.36,11.36,0,zero
2646,39,45975.19,75.8,0.092,23.077,19.538,19.538,0,zero
2647,54,45751.54,67.9,0.039,13.233,25.0,13.233,1,zero
2648,59,57516.01,70.3,0.077,9.864,25.0,9.864,1,zero
2649,47,47728.92,66.0,0.082,26.724,16.659,16.659,0,zero
2650,30,41846.69,72.6,0.055,24.983,6.036,6.036,0,zero
2651,28,37677.57,72.5,0.119,26.928,13.118,13.118,0,zero
2652,42,38513.63,60.8,0.06,15.073,1.232,1.232,0,zero
2653,33,27229.48,56.4,0.049,6.379,25.0,6.379,1,zero
2654,53,18811.48,80.1,0.04,28.848,4.351,4.351,0,zero
2655,37,45565.07,72.0,0.064,9.315,0.558,0.558,0,zero
2656,41,54683.6,78.7,0.092,40.406,8.927,8.927,0,zero
2657,56,36038.62,63.3,0.051,6.193,25.0,6.193,1,zero
2658,46,59045.13,61.8,0.099,13.368,23.026,13.368,1,zero
2659,28,37881.85,59.9,0.042,15.8,25.0,15.8,1,zero
2660,29,16554.74,68.2,0.07,26.43,10.049,10.049,0,zero
2661,37,51018.99,72.3,0.093,35.976,24.987,24.987,0,zero
2662,58,34248.54,64.6,0.042,18.364,7.074,7.074,0,zero
2663,46,52105.34,85.6,0.084,15.866,4.678,4.678,0,zero
2664,47,24669.67,63.6,0.102,0.604,11.592,0.604,1,zero
2665,27,44944.53,72.5,0.084,27.161,12.623,12.623,0,zero
2666,58,30394.47,61.2,0.076,8.102,25.0,8.102,1,zero
2667,56,42416.86,63.3,0.105,16.624,17.387,16.624,1,zero
2668,45,49199.28,69.1,0.119,23.868,25.0,23.868,1,zero
2669,45,46412.81,61.7,0.046,14.042,12.758,12.758,0,zero
2670,35,40832.41,70.9,0.092,24.298,12.503,12.503,0,zero
2671,28,23458.49,74.4,0.037,28.157,20.595,20.595,0,zero
2672,25,48764.13,80.9,0.034,56.652,25.0,25.0,0,zero
2673,52,52377.17,59.2,0.055,16.641,16.582,16.582,0,zero
2674,48,27484.04,71.7,0.117,16.481,7.634,7.634,0,zero
2675,59,29247.65,69.4,0.08,9.735,17.24,9.735,1,zero
2676,37,52882.69,51.5,0.054,3.637,25.0,3.637,1,zero
2677,58,37498.7,58.7,0.042,4.988,25.0,4.988,1,zero
2678,35,29558.64,74.7,0.113,5.679,20.559,5.679,1,zero
2679,41,43270.65,56.5,0.063,7.004,25.0,7.004,1,zero
2680,59,32337.71,69.3,0.058,1.034,19.609,1.034,1,zero
2681,42,41932.51,48.8,0.107,21.016,10.216,10.216,0,zero
2682,46,35041.52,69.0,0.084,14.114,25.0,14.114,1,zero
2683,48,36069.87,49.5,0.045,9.218,25.0,9.218,1,zero
2684,43,53324.77,64.0,0.068,14.924,25.0,14.924,1,zero
2685,45,15000.0,65.6,0.114,8.296,23.258,8.296,1,zero
2686,32,46657.01,71.2,0.111,5.386,7.664,5.386,1,zero
2687,52,51345.41,67.5,0.036,10.604,25.0,10.604,1,zero
2688,29,32536.07,57.6,0.054,26.576,17.011,17.011,0,zero
2689,41,51253.18,57.8,0.044,24.919,25.0,24.919,1,zero
2690,43,28491.71,53.9,0.078,11.711,25.0,11.711,1,zero
2691,51,32080.2,72.1,0.097,11.101,25.0,11.101,1,zero
2692,58,30698.0,71.6,0.057,6.849,20.578,6.849,1,zero
2693,35,51415.51,76.7,0.098,19.422,16.095,16.095,0,zero
2694,36,19060.63,65.0,0.09,12.984,8.998,8.998,0,zero
2695,45,59681.77,52.7,0.096,21.723,25.0,21.723,1,zero
2696,35,36340.74,66.8,0.115,6.768,24.902,6.768,1,zero
2697,52,47378.95,70.1,0.068,24.111,18.546,18.546,0,zero
2698,29,46344.5,58.4,0.061,14.095,25.0,14.095,1,zero
2699,41,41814.78,59.3,0.092,13.787,20.698,13.787,1,zero
2700,44,32791.77,74.5,0.103,15.41,11.051,11.051,0,zero
2701,36,54908.47,71.0,0.047,21.681,25.0,21.681,1,zero
2702,30,33821.78,81.3,0.106,19.432,25.0,19.432,1,zero
2703,41,31225.02,87.2,0.035,6.482,8.172,6.482,1,zero
2704,43,50532.52,55.0,0.031,14.662,25.0,14.662,1,zero
2705,50,41749.0,65.8,0.044,9.286,9.392,9.286,1,zero
2706,56,56293.86,71.2,0.118,4.677,25.0,4.677,1,zero
2707,30,39247.99,73.6,0.077,9.593,17.581,9.593,1,zero
2708,35,32189.5,80.2,0.034,21.035,21.878,21.035,1,zero
2709,57,43296.92,77.3,0.12,6.581,23.599,6.581,1,zero
2710,48,34628.59,81.4,0.097,6.851,2.561,2.561,0,zero
2711,47,32536.93,70.6,0.105,12.906,15.023,12.906,1,zero
2712,39,49982.66,63.7,0.049,35.817,25.0,25.0,0,zero
2713,51,61978.66,89.5,0.039,37.553,25.0,25.0,0,zero
2714,35,37042.46,71.5,0.076,32.107,25.0,25.0,0,zero
2715,41,28303.11,67.6,0.099,13.626,8.371,8.371,0,zero
2716,38,38158.52,59.3,0.087,11.764,25.0,11.764,1,zero
2717,51,46177.61,71.6,0.087,20.475,25.0,20.475,1,zero
2718,42,43089.75,80.0,0.098,10.56,18.98,10.56,1,zero
2719,52,54330.78,65.0,0.05,4.902,15.386,4.902,1,zero
2720,28,47981.08,68.7,0.09,15.313,17.878,15.313,1,zero
2721,31,26759.09,72.5,0.065,10.552,17.132,10.552,1,zero
2722,59,34080.18,74.7,0.036,15.904,25.0,15.904,1,zero
2723,33,23429.99,67.4,0.048,15.047,3.789,3.789,0,zero
2724,32,53736.15,66.1,0.101,8.376,6.312,6.312,0,zero
2725,41,16097.35,64.9,0.111,18.888,25.0,18.888,1,zero
2726,41,24600.01,58.9,0.055,13.115,23.479,13.115,1,zero
2727,57,33858.37,62.3,0.047,10.062,16.847,10.062,1,zero
2728,56,46767.01,62.0,0.032,29.446,6.379,6.379,0,zero
2729,32,33740.16,54.6,0.115,4.371,1.4,1.4,0,zero
2730,43,35617.25,79.9,0.092,23.384,17.106,17.106,0,zero
2731,27,35853.67,73.6,0.116,13.428,25.0,13.428,1,zero
2732,29,42073.39,71.4,0.108,24.31,16.894,16.894,0,zero
2733,37,25353.86,83.0,0.061,32.46,6.529,6.529,0,zero
2734,55,28633.88,77.2,0.04,12.436,12.924,12.436,1,zero
2735,40,60171.08,62.1,0.075,2.932,9.043,2.932,1,zero
2736,56,44828.79,81.7,0.032,2.782,25.0,2.782,1,zero
2737,46,49129.39,79.7,0.043,14.153,1.735,1.735,0,zero
2738,53,40696.34,58.8,0.051,18.819,25.0,18.819,1,zero
2739,46,38316.64,79.0,0.09,9.934,15.074,9.934,1,zero
2740,27,45485.57,65.3,0.076,14.579,25.0,14.579,1,zero
2741,34,48731.36,80.0,0.057,34.611,25.0,25.0,0,zero
2742,45,50152.91,66.6,0.081,6.172,3.419,3.419,0,zero
2743,40,38481.29,64.7,0.041,26.867,25.0,25.0,0,zero
2744,36,51464.52,65.7,0.098,11.478,21.587,11.478,1,zero
2745,26,15000.0,60.3,0.094,2.755,25.0,2.755,1,zero
2746,48,50707.44,55.2,0.049,5.683,3.921,3.921,0,zero
2747,59,34877.13,45.0,0.085,18.884,4.318,4.318,0,zero
2748,54,46640.59,59.5,0.075,11.588,22.147,11.588,1,zero
2749,54,32208.07,96.3,0.035,9.87,25.0,9.87,1,zero
2750,59,24079.67,74.8,0.055,10.424,25.0,10.424,1,zero
2751,43,44076.45,88.6,0.12,23.075,20.001,20.001,0,zero
2752,32,21981.63,66.8,0.039,10.055,25.0,10.055,1,zero
2753,50,35203.87,65.3,0.076,16.817,25.0,16.817,1,zero
2754,31,30250.84,87.2,0.106,10.603,25.0,10.603,1,zero
2755,54,37899.61,73.8,0.057,4.954,10.316,4.954,1,zero
2756,31,49566.51,60.4,0.053,21.128,20.675,20.675,0,zero
2757,27,34121.86,76.3,0.11,7.728,18.944,7.728,1,zero
2758,25,43774.93,82.5,0.057,52.884,16.961,16.961,0,zero
2759,49,48872.15,55.7,0.089,0.222,8.243,0.222,1,zero
2760,25,32712.94,74.6,0.097,26.037,15.768,15.768,0,zero
2761,39,32886.96,56.4,0.101,7.772,25.0,7.772,1,zero
2762,37,56431.95,82.0,0.12,37.347,25.0,25.0,0,zero
2763,32,39047.34,72.3,0.102,4.392,25.0,4.392,1,zero
2764,29,46109.67,76.3,0.089,47.573,25.0,25.0,0,zero
2765,33,46018.73,67.8,0.111,6.112,25.0,6.112,1,zero
2766,25,25624.15,52.2,0.112,19.142,15.662,15.662,0,zero
2767,59,30869.49,65.6,0.118,9.232,25.0,9.232,1,zero
2768,26,44504.17,79.3,0.1,19.134,22.13,19.134,1,zero
2769,47,15192.22,89.9,0.048,8.241,15.817,8.241,1,zero
2770,33,37464.43,72.8,0.094,28.404,0.486,0.486,0,zero
2771,58,29616.59,63.1,0.037,5.463,2.994,2.994,0,zero
2772,38,53326.07,75.4,0.059,30.031,25.0,25.0,0,zero
2773,28,44153.39,78.4,0.04,21.169,25.0,21.169,1,zero
2774,54,54294.96,71.3,0.115,50.73,19.994,19.994,0,zero
2775,55,39530.5,70.7,0.06,15.223,7.744,7.744,0,zero
2776,35,38633.33,72.1,0.094,5.82,7.809,5.82,1,zero
2777,59,36340.85,70.4,0.081,9.615,25.0,9.615,1,zero
2778,32,33963.17,73.0,0.04,4.91,10.311,4.91,1,zero
2779,27,72215.88,88.3,0.081,24.402,25.0,24.402,1,zero
2780,38,49686.03,49.7,0.089,11.154,14.628,11.154,1,zero
2781,37,27205.74,67.6,0.109,21.597,25.0,21.597,1,zero
2782,56,71671.71,60.7,0.036,33.18,14.292,14.292,0,zero
2783,58,35140.24,81.8,0.057,1.333,19.491,1.333,1,zero
2784,43,43853.82,68.6,0.092,15.824,23.237,15.824,1,zero
2785,40,51275.17,75.6,0.033,12.127,25.0,12.127,1,zero
2786,26,21544.55,84.3,0.048,12.809,7.599,7.599,0,zero
2787,41,30072.08,59.2,0.05,1.832,25.0,1.832,1,zero
2788,58,59777.98,64.7,0.09,21.639,7.886,7.886,0,zero
2789,40,37302.06,83.2,0.056,40.134,25.0,25.0,0,zero
2790,26,51984.04,58.8,0.084,11.405,0.502,0.502,0,zero
2791,26,34558.38,65.1,0.117,11.715,17.337,11.715,1,zero
2792,50,38859.28,54.0,0.101,5.792,22.082,5.792,1,zero
2793,37,61423.08,83.6,0.06,56.051,25.0,25.0,0,zero
2794,55,45250.15,64.2,0.073,1.171,20.763,1.171,1,zero
2795,58,35861.83,73.5,0.048,13.927,0.794,0.794,0,zero
2796,27,31799.64,76.8,0.031,35.677,16.296,16.296,0,zero
2797,32,32897.5,62.0,0.056,7.719,25.0,7.719,1,zero
2798,47,54898.72,51.0,0.063,17.079,23.447,17.079,1,zero
2799,38,49185.98,67.8,0.081,4.227,25.0,4.227,1,zero
2800,51,26215.88,67.6,0.115,15.873,24.701,15.873,1,zero
2801,53,41046.14,69.4,0.115,7.786,21.548,7.786,1,zero
2802,25,39198.2,69.5,0.036,58.495,13.672,13.672,0,zero
2803,41,43793.11,65.0,0.085,31.24,17.873,17.873,0,zero
2804,54,32757.15,64.6,0.034,16.671,24.117,16.671,1,zero
2805,37,53173.67,73.0,0.088,19.827,14.453,14.453,0,zero
2806,45,39983.93,61.8,0.041,21.531,20.999,20.999,0,zero
2807,43,44481.24,69.0,0.115,5.989,25.0,5.989,1,zero
2808,43,30583.72,64.4,0.108,8.097,14.263,8.097,1,zero
2809,49,31188.24,73.0,0.032,2.219,3.979,2.219,1,zero
2810,46,71890.13,81.1,0.1,30.506,25.0,25.0,0,zero
2811,55,61600.96,81.5,0.087,30.371,2.883,2.883,0,zero
2812,41,39163.83,82.9,0.075,38.41,11.908,11.908,0,zero
2813,47,58396.05,66.7,0.084,23.371,12.004,12.004,0,zero
2814,56,54552.85,67.5,0.091,20.578,15.434,15.434,0,zero
2815,34,32497.47,57.3,0.11,24.14,12.072,12.072,0,zero
2816,34,31300.8,66.6,0.099,29.669,24.326,24.326,0,zero
2817,32,48024.12,66.9,0.082,18.699,7.283,7.283,0,zero
2818,44,43120.73,63.8,0.104,5.06,25.0,5.06,1,zero
2819,56,35175.94,63.8,0.119,9.295,2.508,2.508,0,zero
2820,38,48654.72,53.0,0.057,17.468,25.0,17.468,1,zero
2821,52,22690.2,56.6,0.041,11.519,25.0,11.519,1,zero
2822,48,41380.02,70.4,0.096,38.611,25.0,25.0,0,zero
2823,39,25132.92,70.8,0.118,23.859,25.0,23.859,1,zero
2824,46,25528.1,74.8,0.041,10.81,4.931,4.931,0,zero
2825,54,31518.82,67.4,0.069,4.15,9.225,4.15,1,zero
2826,28,44359.45,70.1,0.036,12.021,25.0,12.021,1,zero
2827,37,31897.16,82.5,0.1,7.605,10.478,7.605,1,zero
2828,47,25382.7,69.5,0.115,8.034,13.249,8.034,1,zero
2829,32,45726.99,63.7,0.075,33.208,15.627,15.627,0,zero
2830,42,57912.96,58.1,0.067,16.113,21.128,16.113,1,zero
2831,36,47666.21,78.0,0.112,20.758,25.0,20.758,1,zero
2832,55,61621.58,53.0,0.042,7.719,11.565,7.719,1,zero
2833,38,56910.14,61.6,0.11,17.535,25.0,17.535,1,zero
2834,58,34150.86,74.2,0.065,21.271,19.927,19.927,0,zero
2835,42,47585.92,50.9,0.08,21.159,11.929,11.929,0,zero
2836,58,38900.43,63.9,0.078,3.405,13.661,3.405,1,zero
2837,35,52745.2,71.3,0.085,36.162,14.895,14.895,0,zero
2838,36,38898.26,66.2,0.115,9.417,16.697,9.417,1,zero
2839,39,30535.64,60.2,0.116,14.796,22.253,14.796,1,zero
2840,55,56480.87,64.1,0.105,6.228,23.804,6.228,1,zero
2841,53,43813.55,78.2,0.047,20.364,25.0,20.364,1,zero
2842,50,32037.64,88.3,0.06,2.864,20.237,2.864,1,zero
2843,42,34015.28,71.4,0.074,16.425,22.231,16.425,1,zero
2844,56,31960.95,50.1,0.111,10.365,25.0,10.365,1,zero
2845,46,27979.03,75.7,0.077,7.586,21.228,7.586,1,zero
2846,41,34269.82,66.0,0.118,26.798,1.807,1.807,0,zero
2847,47,44476.25,59.0,0.119,2.766,25.0,2.766,1,zero
2848,48,40768.73,62.0,0.084,24.229,25.0,24.229,1,zero
2849,32,34741.4,62.4,0.109,11.483,25.0,11.483,1,zero
2850,30,57946.09,55.9,0.12,26.124,4.605,4.605,0,zero
2851,29,15872.4,69.4,0.106,15.077,25.0,15.077,1,zero
2852,53,43673.63,88.3,0.089,7.575,10.294,7.575,1,zero
2853,52,38286.89,59.0,0.106,7.697,25.0,7.697,1,zero
2854,35,28357.83,88.0,0.037,19.079,25.0,19.079,1,zero
2855,25,44373.45,72.1,0.087,36.093,21.355,21.355,0,zero
2856,43,37363.02,69.1,0.049,34.308,25.0,25.0,0,zero
2857,33,54964.88,66.8,0.04,3.206,25.0,3.206,1,zero
2858,51,50416.78,61.9,0.11,10.248,18.772,10.248,1,zero
2859,58,62873.57,72.9,0.088,21.794,23.437,21.794,1,zero
2860,28,34200.18,75.2,0.052,19.721,25.0,19.721,1,zero
2861,42,56758.65,45.7,0.065,34.262,14.566,14.566,0,zero
2862,39,26009.74,95.4,0.118,1.943,25.0,1.943,1,zero
2863,37,38672.36,51.9,0.108,11.27,25.0,11.27,1,zero
2864,43,34417.04,64.8,0.031,18.388,25.0,18.388,1,zero
2865,30,47229.34,44.4,0.118,8.05,18.746,8.05,1,zero
2866,36,46939.31,67.3,0.063,25.899,6.365,6.365,0,zero
2867,41,29192.56,65.4,0.093,3.744,25.0,3.744,1,zero
2868,47,47898.31,64.9,0.094,13.329,6.011,6.011,0,zero
2869,50,35434.13,73.0,0.112,15.715,25.0,15.715,1,zero
2870,53,30198.43,67.6,0.11,6.45,25.0,6.45,1,zero
2871,57,39858.62,75.4,0.055,3.894,1.376,1.376,0,zero
2872,51,22277.87,57.6,0.088,20.217,25.0,20.217,1,zero
2873,49,51175.68,70.8,0.065,33.369,4.739,4.739,0,zero
2874,34,39332.55,63.7,0.077,32.948,16.83,16.83,0,zero
2875,47,39595.05,66.3,0.08,34.45,10.717,10.717,0,zero
2876,45,38954.0,72.7,0.066,7.556,25.0,7.556,1,zero
2877,45,59762.2,65.0,0.072,8.573,25.0,8.573,1,zero
2878,37,58226.53,68.9,0.049,4.242,10.368,4.242,1,zero
2879,57,56209.13,58.5,0.085,25.723,7.581,7.581,0,zero
2880,48,38979.5,81.0,0.098,21.403,15.28,15.28,0,zero
2881,35,26612.5,77.3,0.069,18.383,5.431,5.431,0,zero
2882,41,39808.25,71.0,0.118,29.744,15.37,15.37,0,zero
2883,28,43772.81,67.6,0.035,23.466,25.0,23.466,1,zero
2884,49,49751.32,69.0,0.083,6.286,25.0,6.286,1,zero
2885,54,43734.19,80.7,0.083,7.236,7.639,7.236,1,zero
2886,33,27682.07,76.6,0.033,6.918,25.0,6.918,1,zero
2887,45,33575.01,80.9,0.05,10.82,25.0,10.82,1,zero
2888,44,32486.36,66.6,0.111,9.575,25.0,9.575,1,zero
2889,43,46468.64,74.8,0.079,27.148,6.04,6.04,0,zero
2890,43,46763.17,81.9,0.069,9.735,25.0,9.735,1,zero
2891,36,48335.58,60.7,0.067,24.535,25.0,24.535,1,zero
2892,41,43612.43,60.1,0.11,13.5,25.0,13.5,1,zero
2893,52,15289.61,72.8,0.063,36.785,25.0,25.0,0,zero
2894,59,19289.68,57.7,0.107,10.924,2.088,2.088,0,zero
2895,42,38317.75,51.8,0.058,31.158,25.0,25.0,0,zero
2896,38,41176.94,81.7,0.078,13.822,16.923,13.822,1,zero
2897,59,55043.99,83.5,0.043,7.112,18.789,7.112,1,zero
2898,31,40933.54,58.2,0.104,15.307,9.968,9.968,0,zero
2899,37,28288.61,55.7,0.096,4.533,11.951,4.533,1,zero
2900,42,47945.98,63.5,0.078,15.685,18.887,15.685,1,zero
2901,37,39792.98,82.5,0.032,12.937,8.818,8.818,0,zero
2902,55,35175.34,65.9,0.073,10.989,19.619,10.989,1,zero
2903,26,20624.81,70.9,0.05,34.347,24.184,24.184,0,zero
2904,40,41022.24,73.2,0.067,11.2,22.012,11.2,1,zero
2905,33,42745.81,71.7,0.107,51.749,25.0,25.0,0,zero
2906,33,28046.24,84.9,0.099,9.293,14.488,9.293,1,zero
2907,35,48932.29,62.8,0.052,10.226,25.0,10.226,1,zero
2908,46,47857.56,69.0,0.119,15.6,8.733,8.733,0,zero
2909,57,40586.95,72.3,0.111,19.983,25.0,19.983,1,zero
2910,47,40140.67,69.5,0.078,20.445,25.0,20.445,1,zero
2911,58,51352.45,57.8,0.078,17.506,21.171,17.506,1,zero
2912,33,44410.36,55.3,0.111,9.869,6.368,6.368,0,zero
2913,48,31572.93,55.1,0.087,1.535,25.0,1.535,1,zero
2914,32,37628.22,77.3,0.078,8.471,25.0,8.471,1,zero
2915,31,46682.19,61.8,0.097,13.322,11.297,11.297,0,zero
2916,42,15612.15,74.7,0.051,28.642,25.0,25.0,0,zero
2917,27,28821.69,70.9,0.109,30.939,12.19,12.19,0,zero
2918,52,48185.65,60.3,0.078,7.088,25.0,7.088,1,zero
2919,30,54506.53,60.5,0.084,28.413,15.744,15.744,0,zero
2920,45,52252.58,71.3,0.038,21.446,11.126,11.126,0,zero
2921,52,50719.52,70.8,0.058,3.747,4.278,3.747,1,zero
2922,25,41556.93,74.9,0.068,17.031,10.298,10.298,0,zero
2923,45,27653.16,65.4,0.067,11.398,25.0,11.398,1,zero
2924,59,37640.52,61.5,0.1,12.788,25.0,12.788,1,zero
2925,37,16080.77,71.1,0.055,8.184,25.0,8.184,1,zero
2926,34,55607.87,84.2,0.046,56.165,25.0,25.0,0,zero
2927,34,30194.65,51.2,0.082,11.109,0.354,0.354,0,zero
2928,37,33599.85,62.0,0.085,8.186,10.085,8.186,1,zero
2929,48,52703.43,75.9,0.041,13.61,25.0,13.61,1,zero
2930,26,20624.48,72.2,0.03,23.69,25.0,23.69,1,zero
2931,46,25727.17,76.1,0.113,14.063,25.0,14.063,1,zero
2932,41,43215.66,65.7,0.037,24.165,8.185,8.185,0,zero
2933,38,46244.56,53.9,0.111,9.496,25.0,9.496,1,zero
2934,34,39139.59,86.7,0.066,14.842,13.667,13.667,0,zero
2935,59,39531.0,80.8,0.089,10.587,25.0,10.587,1,zero
2936,49,55220.54,69.8,0.047,9.279,25.0,9.279,1,zero
2937,27,47635.82,61.6,0.104,24.691,25.0,24.691,1,zero
2938,41,46014.04,65.1,0.046,12.478,24.978,12.478,1,zero
2939,36,49307.76,72.3,0.065,14.538,22.173,14.538,1,zero
2940,48,36392.92,67.5,0.051,8.62,1.467,1.467,0,zero
2941,53,66077.99,69.9,0.105,16.493,25.0,16.493,1,zero
2942,49,15000.0,86.1,0.107,15.7,12.36,12.36,0,zero
2943,50,57495.05,79.2,0.063,33.317,25.0,25.0,0,zero
2944,25,50825.29,58.3,0.058,34.027,25.0,25.0,0,zero
2945,44,42979.46,70.8,0.1,17.754,25.0,17.754,1,zero
2946,52,40960.35,64.8,0.109,7.743,1.529,1.529,0,zero
2947,40,38133.36,73.0,0.086,21.908,25.0,21.908,1,zero
2948,41,53241.32,69.4,0.113,3.541,25.0,3.541,1,zero
2949,52,39521.63,99.7,0.064,28.271,25.0,25.0,0,zero
2950,36,31265.38,74.3,0.044,24.914,12.063,12.063,0,zero
2951,51,50823.79,68.7,0.046,21.092,12.995,12.995,0,zero
2952,54,59017.19,88.4,0.09,6.797,25.0,6.797,1,zero
2953,58,16873.97,72.1,0.067,28.766,24.252,24.252,0,zero
2954,30,68285.1,54.8,0.044,37.564,24.567,24.567,0,zero
2955,31,27559.22,68.8,0.056,21.772,25.0,21.772,1,zero
2956,56,28476.42,76.1,0.078,2.957,21.13,2.957,1,zero
2957,56,25061.32,74.8,0.041,9.272,2.129,2.129,0,zero
2958,49,40010.19,80.1,0.03,5.302,13.279,5.302,1,zero
2959,57,24643.38,71.5,0.113,7.09,25.0,7.09,1,zero
2960,31,26100.88,70.8,0.057,16.885,25.0,16.885,1,zero
2961,36,31737.4,56.0,0.05,24.804,5.768,5.768,0,zero
2962,40,41661.47,85.3,0.093,11.947,1.566,1.566,0,zero
2963,40,42818.24,66.9,0.107,17.903,25.0,17.903,1,zero
2964,37,54894.37,60.2,0.087,8.531,16.191,8.531,1,zero
2965,31,54617.79,96.3,0.053,23.365,24.793,23.365,1,zero
2966,33,52295.34,86.8,0.108,51.513,5.913,5.913,0,zero
2967,56,36860.59,65.5,0.076,16.345,22.945,16.345,1,zero
2968,35,17905.82,51.2,0.064,10.973,25.0,10.973,1,zero
2969,32,17640.23,62.8,0.084,7.072,25.0,7.072,1,zero
2970,57,52212.76,85.8,0.093,13.322,25.0,13.322,1,zero
2971,47,50125.05,71.8,0.083,7.498,0.524,0.524,0,zero
2972,49,32599.55,56.5,0.113,7.632,7.455,7.455,0,zero
2973,32,22711.16,77.8,0.087,6.418,1.274,1.274,0,zero
2974,46,27434.19,67.9,0.109,17.094,24.888,17.094,1,zero
2975,28,42096.33,63.5,0.083,5.508,10.696,5.508,1,zero
2976,27,42118.73,64.3,0.06,9.807,25.0,9.807,1,zero
2977,53,52510.38,83.1,0.078,23.501,5.855,5.855,0,zero
2978,53,34595.75,75.5,0.038,26.378,25.0,25.0,0,zero
2979,58,37071.57,55.1,0.051,24.684,6.854,6.854,0,zero
